Symbol,Sector,PE_Ratio
SLDZ,Energy,89.025726
WPME,Health Care,133.680313
YQQG,Financials,163.088531
BWGQ,Utilities,366.655334
IMWS,Telecommunication Services,-440.257690
PIVT,Telecommunication Services,-474.467834
JURL,Energy,-74.400406
SDEI,Real Estate,352.185303
AAZD,Consumer Staples,-356.065460
CSUA,Health Care,147.119293
OLUM,Health Care,186.608475
WNXC,Real Estate,-442.950500
UOZX,Real Estate,326.316467
THJE,Consumer Discretionary,-300.853729
FERE,Consumer Discretionary,304.533325
ZMGC,Energy,-179.622910
KKFH,Telecommunication Services,-398.784363
JRPZ,Financials,-408.796265
GLQQ,Utilities,-184.901733
UQIF,Telecommunication Services,-400.781006
EWQP,Utilities,143.149048
UFHB,Consumer Discretionary,168.978485
AAGI,Health Care,-177.346786
EGDG,Real Estate,-465.909302
NUJL,Financials,-354.996826
ELVO,Telecommunication Services,336.338104
PXPL,Health Care,355.407776
JOUU,Industrials,-257.398743
XQDO,Financials,-418.819977
HFPY,Utilities,422.719177
YPQU,Consumer Discretionary,-351.530304
NPJI,Energy,149.546432
JLDF,Energy,444.017242
FOJN,Consumer Discretionary,197.871857
WBGV,Financials,285.066101
NVGK,Health Care,-108.555740
UOOV,Industrials,99.893646
TWNM,Real Estate,255.452652
DKMN,Financials,-68.273293
IMMG,Energy,55.536270
AFCQ,Utilities,40.660206
DRCK,Information Technology,-413.024353
FFRH,Real Estate,-405.316132
OVNV,Telecommunication Services,-469.503906
XOQC,Energy,-215.434464
KOWE,Consumer Discretionary,278.055939
UPYJ,Real Estate,-487.265198
MAZA,Consumer Discretionary,-87.380722
GSHP,Health Care,95.240059
WZOK,Financials,-251.922668
YTCH,Energy,-67.097321
WDKB,Consumer Discretionary,205.995178
KTSD,Health Care,-176.006958
MPCQ,Financials,219.905975
AKBI,Energy,-116.695549
QVBP,Energy,338.081818
PNEU,Energy,480.571350
SMSX,Real Estate,-363.193634
XTQJ,Consumer Discretionary,203.849182
EUYF,Health Care,-62.281532
SHUA,Financials,-48.675587
WCZK,Health Care,154.879730
RKGR,Health Care,116.253731
QUON,Utilities,479.141449
FFNV,Health Care,451.968414
TQIW,Consumer Discretionary,53.964355
LZEC,Consumer Staples,-166.511063
AIPW,Financials,442.114929
IRZJ,Information Technology,11.004730
DGLD,Financials,44.354076
NRXR,Real Estate,-458.129181
NUQE,Financials,334.561646
BYXJ,Real Estate,-344.245758
LOKI,Consumer Discretionary,438.861664
JQUX,Financials,-119.522476
PDEE,Information Technology,-57.747368
YJGA,Telecommunication Services,-91.058899
DVUI,Consumer Staples,267.206024
VOUE,Industrials,70.011414
BRWT,Real Estate,75.844261
XKPJ,Energy,148.717880
OQLF,Telecommunication Services,-89.012512
IKTB,Financials,-182.822876
CUZJ,Consumer Discretionary,305.930695
KNJG,Consumer Staples,-202.402573
KMIQ,Information Technology,-17.812586
ICIW,Real Estate,-192.089844
IRJZ,Telecommunication Services,27.991302
RCND,Industrials,234.199158
ZQKP,Energy,390.043945
UDTQ,Real Estate,-288.851715
HIZI,Consumer Discretionary,-436.916931
DBYF,Energy,-175.100128
XNKU,Consumer Staples,-138.050598
WHGP,Industrials,485.053925
DIJA,Utilities,-361.504700
OHJZ,Energy,-54.004120
CSBA,Consumer Discretionary,-145.082855
DOCO,Real Estate,-19.548418
KPSF,Consumer Staples,81.457993
QHLG,Financials,-154.716080
DIGH,Energy,-88.297127
XFYC,Energy,-188.093140
XXAH,Real Estate,-401.386414
TVSW,Telecommunication Services,-248.947205
LECH,Financials,-471.756195
UEVH,Consumer Discretionary,309.352448
QRUH,Consumer Staples,452.805878
PFNM,Real Estate,-436.314850
QGPE,Industrials,-249.429031
AFWM,Real Estate,229.896912
BXFH,Real Estate,-355.138428
CAFD,Health Care,305.342773
LOQH,Utilities,-171.190918
LRXC,Industrials,278.203278
LVWJ,Information Technology,-218.712509
WEPV,Financials,200.460892
IYAD,Utilities,-44.823330
QHAM,Consumer Discretionary,-80.654686
GGSA,Information Technology,244.762695
WBKA,Telecommunication Services,-292.005371
PFIL,Real Estate,-165.013977
HQRS,Telecommunication Services,88.540390
KZVR,Financials,-357.429840
WKPL,Financials,242.218658
CCNR,Financials,-85.356911
XDHW,Information Technology,-170.055939
DLEK,Health Care,275.761139
LFJF,Utilities,-1.249458
RPQP,Consumer Discretionary,-453.352356
WRTT,Information Technology,325.303162
QEIB,Financials,-235.709854
BSSI,Utilities,242.152649
LIAC,Energy,-101.406815
ZXYK,Real Estate,-5.290109
XKIL,Energy,-272.135651
NIPK,Industrials,232.889465
ODWX,Consumer Discretionary,456.833008
MSFH,Information Technology,456.931122
IRFJ,Telecommunication Services,136.804474
NONZ,Financials,-228.327255
ZTPO,Health Care,-167.849915
UTWX,Energy,-443.046661
MZCS,Real Estate,-139.388321
OKVT,Industrials,-10.239784
PYNG,Health Care,-209.582809
BUPZ,Financials,297.363617
JKUP,Real Estate,386.465637
EUMZ,Real Estate,-381.306946
OYDC,Utilities,11.063173
QFZR,Utilities,-296.515076
FMOW,Utilities,-469.521027
CYXS,Financials,170.114929
ASWI,Health Care,-364.228790
JKKW,Real Estate,48.040222
WBHT,Telecommunication Services,-271.945343
GYNE,Information Technology,496.156189
LZRV,Utilities,245.923615
FOVZ,Financials,418.384705
OZBD,Real Estate,432.035706
ZFNL,Utilities,-468.829407
FXTU,Consumer Discretionary,-190.897888
MODW,Financials,294.900360
UOLF,Consumer Discretionary,154.995514
JSCN,Consumer Discretionary,-253.439438
DUML,Industrials,-294.808136
LXBC,Financials,-87.845146
FEQO,Industrials,-355.934357
UBYL,Consumer Discretionary,-8.197546
KQCJ,Information Technology,373.217010
NEOE,Energy,-2.383404
DHRS,Consumer Staples,283.868134
OKGV,Health Care,-181.221100
WFWS,Utilities,268.593658
LUVG,Health Care,462.585754
TMFH,Financials,175.718887
HUVD,Consumer Staples,-243.533890
AHUX,Consumer Discretionary,-147.313217
UYPO,Industrials,-220.428909
XKJX,Financials,-290.315063
AJIK,Health Care,459.065704
WADB,Financials,166.657181
CTEB,Information Technology,16.795984
LFGC,Financials,-182.391312
UHAZ,Real Estate,80.652855
WQKE,Information Technology,467.813354
EARY,Energy,-417.476227
VJCW,Financials,156.588394
JVII,Health Care,151.037659
ATQF,Telecommunication Services,-293.875671
KJNU,Energy,-175.165283
VVAV,Industrials,-314.453491
UDPN,Telecommunication Services,-471.868927
SVCC,Utilities,-334.844421
YUZW,Consumer Discretionary,-407.464905
VRCX,Energy,-280.439972
PPBZ,Financials,133.701431
FYPW,Financials,378.626068
KKGK,Consumer Discretionary,-449.883179
XRYU,Consumer Discretionary,165.907501
MELE,Telecommunication Services,-20.996490
DMFU,Telecommunication Services,-166.033325
GLZS,Industrials,160.834381
SLZD,Real Estate,142.121796
ZVUE,Financials,-5.121464
RCLF,Real Estate,266.785278
ANVT,Telecommunication Services,-461.639069
OEQP,Consumer Discretionary,-139.255173
AKXL,Financials,-484.350067
MFDL,Consumer Discretionary,-1.507096
URYU,Industrials,-259.524078
JLTF,Financials,375.385834
BZPM,Utilities,-412.862244
GAIE,Consumer Staples,-184.730301
ILHV,Consumer Discretionary,487.622406
TQMP,Energy,-326.498505
BIVC,Health Care,-466.744110
HPYE,Energy,-223.892670
IIEN,Consumer Staples,-137.973419
OVWV,Real Estate,494.484009
YRMT,Financials,149.988159
FGKZ,Financials,-476.338074
XULN,Consumer Discretionary,188.522659
AODY,Financials,132.139465
HFHZ,Consumer Discretionary,186.492996
YEBD,Energy,-366.316895
PVRV,Health Care,-377.121887
FKSR,Consumer Discretionary,95.168282
TVFQ,Real Estate,-128.063660
TZNP,Health Care,335.985626
MAPD,Real Estate,-35.529251
SEHT,Consumer Discretionary,148.180023
SPMF,Information Technology,16.411268
JRVE,Information Technology,352.406860
SZEM,Health Care,447.408966
CZEE,Health Care,426.690613
WVLG,Consumer Staples,182.153259
KZRF,Industrials,-372.549774
HUXG,Financials,188.331680
PAJU,Consumer Discretionary,47.122105
EKLP,Consumer Staples,-445.813354
PFQM,Health Care,-448.289490
ZMYL,Real Estate,395.774139
MIWR,Telecommunication Services,387.802948
DIPF,Real Estate,-454.821442
CEEB,Energy,-315.407532
KCBV,Utilities,423.119354
DSYN,Telecommunication Services,383.967682
VXAP,Financials,76.513687
NUOL,Information Technology,306.591705
HPIT,Health Care,189.656723
UPIE,Energy,227.757233
ZOHR,Real Estate,472.132538
SRBB,Financials,240.435898
UIOR,Utilities,-133.581772
LIJT,Information Technology,366.218628
FZPK,Telecommunication Services,129.826721
NGAK,Telecommunication Services,-230.440445
XOXS,Health Care,-182.996307
ZPHB,Health Care,41.305397
XAAQ,Real Estate,-452.651123
STEE,Telecommunication Services,-376.011780
CYBX,Consumer Staples,-57.908382
GGDX,Consumer Staples,283.877045
XMTK,Telecommunication Services,-477.566925
EHJH,Energy,-105.462692
ZJWT,Health Care,-37.232246
BKOT,Consumer Staples,-113.699455
XMJF,Consumer Discretionary,423.441559
VCQX,Health Care,-65.012115
YCTQ,Real Estate,-355.788574
ZXTU,Energy,343.444733
JKDD,Information Technology,338.048706
NUZV,Consumer Discretionary,-466.785400
NZIC,Financials,338.304077
AHDM,Energy,-40.691307
FUCB,Information Technology,295.068329
UAIX,Utilities,270.813934
SAWP,Real Estate,35.411846
RXSM,Real Estate,332.923767
NGZA,Health Care,-354.086609
JAYR,Consumer Discretionary,-465.035492
SHLX,Consumer Discretionary,53.651203
HXPD,Industrials,336.532959
WENY,Utilities,366.595947
FYYH,Telecommunication Services,332.294067
JHIO,Real Estate,258.467682
XTWD,Energy,-460.816040
WZHY,Real Estate,476.995026
POSS,Telecommunication Services,-138.339951
MPCJ,Telecommunication Services,267.213074
CUWH,Industrials,-135.976318
BQCX,Health Care,316.588776
YDAM,Real Estate,-480.829620
YAUX,Health Care,-494.145477
YJTD,Energy,-282.123444
RTQP,Consumer Staples,-77.588394
GQNL,Financials,406.325714
JVJR,Financials,-411.429199
GSOA,Health Care,-149.273361
MUMJ,Consumer Staples,439.111298
YZIF,Consumer Discretionary,291.297363
ZLAV,Consumer Staples,173.134735
IHGT,Health Care,-239.348068
IWBF,Real Estate,143.181183
WOPB,Energy,-268.119781
BJEA,Energy,-69.238960
QWZY,Utilities,44.175999
ZBKY,Information Technology,-149.728012
AKLO,Consumer Staples,260.074402
YSTI,Energy,303.624908
KKMY,Energy,385.491760
OFKX,Real Estate,-12.587878
OXNY,Real Estate,412.349030
YZYE,Real Estate,-442.081848
AHHY,Consumer Discretionary,302.936279
ZHMM,Energy,-9.503311
UXKY,Health Care,-196.037628
KUUH,Industrials,-6.305368
AHZG,Utilities,162.056549
RBJM,Financials,-207.122894
CXLB,Utilities,-339.140472
CLOB,Health Care,112.897308
AFON,Industrials,54.306038
YHXP,Energy,-431.001648
SRCJ,Financials,93.564041
STLR,Health Care,-328.365662
MDXK,Industrials,-125.044342
TONS,Telecommunication Services,65.600723
JXJD,Utilities,-235.121033
IGCL,Health Care,281.124786
BIXN,Consumer Discretionary,-280.537323
YFGM,Information Technology,212.287521
DMFR,Real Estate,-297.530518
EYWA,Energy,-124.495224
BUNO,Consumer Discretionary,215.957092
WSXL,Real Estate,304.335754
JRCS,Health Care,-102.417679
YUNZ,Energy,-33.703758
RPSO,Financials,-381.382019
NFHS,Consumer Discretionary,262.925385
EHRF,Consumer Staples,499.314026
UKCQ,Telecommunication Services,439.883484
IWXM,Industrials,-254.796783
OSRU,Health Care,66.142494
SHXO,Telecommunication Services,-359.657379
LFVS,Utilities,298.073639
SZVT,Energy,-335.092133
RVQM,Consumer Staples,-147.979645
LCFU,Industrials,-79.791588
XTXU,Consumer Staples,395.219849
NVSA,Health Care,416.065277
BDFG,Industrials,-302.335388
MPQG,Energy,-43.967010
LYIO,Consumer Discretionary,-198.173920
CSHJ,Industrials,-276.419586
YLTI,Information Technology,279.014740
CPJS,Consumer Discretionary,462.340088
ELST,Financials,-2.693869
YSZM,Telecommunication Services,-256.764679
ONUP,Information Technology,-153.728897
DXXE,Information Technology,304.973602
EMTH,Real Estate,128.444046
VWPE,Industrials,-451.616364
BRZE,Utilities,452.095215
UVGD,Consumer Staples,-27.836512
VDGJ,Consumer Discretionary,419.994965
EOQM,Information Technology,482.396790
FMJZ,Real Estate,-69.637444
DBXR,Consumer Discretionary,412.804108
YVJO,Telecommunication Services,-208.823456
PABM,Consumer Staples,493.434357
NOBP,Health Care,-348.785461
QLRU,Consumer Discretionary,-234.657791
IFOA,Financials,154.312546
EJDR,Consumer Staples,-151.963684
QXMF,Real Estate,-192.875488
ZKFI,Real Estate,286.085388
VGFC,Information Technology,138.751617
DVYU,Real Estate,-149.125549
AQPT,Energy,-494.149902
GTKC,Industrials,159.680893
GADX,Telecommunication Services,-332.336121
UILP,Utilities,-434.967224
YBFU,Industrials,-473.757507
TUZM,Consumer Discretionary,-463.944550
PRED,Health Care,-467.167938
ZNFZ,Financials,283.441956
UKCH,Consumer Staples,-338.753082
MLZB,Consumer Discretionary,-298.282776
QPQY,Energy,-496.255096
BHHR,Health Care,423.409393
KULU,Energy,-53.097904
AGFO,Telecommunication Services,-326.008392
ZSTM,Energy,-430.511963
AERV,Consumer Discretionary,-143.635452
MIDP,Utilities,-141.659378
PGUW,Utilities,228.340378
SXGL,Telecommunication Services,-270.759003
LMPZ,Real Estate,-22.792200
MSVB,Consumer Staples,-150.211182
CXST,Telecommunication Services,178.403976
JALR,Utilities,75.723045
BRLI,Industrials,129.457993
IWML,Industrials,350.433258
CLUD,Utilities,-408.230652
HLXA,Consumer Discretionary,162.037170
IXVR,Telecommunication Services,-56.117496
VSXK,Health Care,-370.911804
HDLD,Energy,-406.758209
OWKW,Energy,-139.240692
GAYP,Consumer Discretionary,-454.161560
BQDP,Telecommunication Services,-261.139191
PSYS,Real Estate,451.830597
VUVV,Telecommunication Services,333.779175
FOGP,Financials,232.887360
LBBQ,Information Technology,200.514175
ZKWJ,Health Care,-311.198029
FNDJ,Information Technology,168.004364
VDYX,Energy,285.498108
MYWP,Information Technology,-286.341614
WTWY,Financials,-47.517105
ETZG,Health Care,290.174377
DVPB,Industrials,70.103577
SXWN,Information Technology,245.832764
QLHC,Industrials,279.350433
MEKU,Financials,-132.453506
PUOA,Information Technology,334.719635
HCQJ,Financials,-489.104980
QQZI,Energy,78.167122
NEFU,Consumer Staples,157.912292
XNMR,Consumer Staples,46.268257
CGRX,Consumer Staples,-491.182007
KSPG,Consumer Discretionary,345.342346
ZQDF,Health Care,347.527557
LTEG,Financials,-234.577957
SDOE,Real Estate,15.993805
YNCU,Industrials,235.157654
HHEE,Health Care,210.182312
NORK,Financials,449.383270
LHQF,Consumer Staples,312.376434
CPZX,Consumer Staples,429.800781
YQLH,Consumer Staples,-279.665985
DMHK,Consumer Discretionary,-0.325144
MZGU,Financials,-427.072418
MYZO,Utilities,-130.365646
ARJM,Consumer Staples,-342.674011
NCDE,Industrials,-486.950653
HZVA,Consumer Staples,427.730438
MYZS,Consumer Discretionary,-67.852592
IQNA,Consumer Staples,246.808228
PEXA,Health Care,-496.713135
KJFG,Utilities,137.905396
ACWP,Consumer Discretionary,-224.168030
MSCM,Financials,327.576691
FUOH,Telecommunication Services,445.972229
FUDQ,Consumer Discretionary,-441.058441
LJYH,Utilities,-376.124756
YLLM,Telecommunication Services,215.393723
PGGZ,Information Technology,470.993835
WVHY,Energy,-210.557114
XTUC,Real Estate,-92.441757
GDFZ,Information Technology,-291.579895
WTZA,Real Estate,266.950043
ZAPR,Telecommunication Services,340.674988
ZCOQ,Utilities,427.744293
ULEY,Consumer Discretionary,-234.361954
CEHM,Energy,54.919247
SVAG,Industrials,-289.592041
ONHZ,Consumer Staples,462.563812
LHBR,Information Technology,10.873043
BPBS,Utilities,274.886047
XGJW,Energy,-498.394440
KUXV,Consumer Discretionary,-104.338051
BMKV,Energy,39.152378
DKPB,Consumer Staples,-229.741287
RPSI,Information Technology,206.074615
HNDM,Health Care,446.411072
VMKT,Consumer Staples,106.145576
ANLN,Industrials,-408.282104
UBNC,Real Estate,134.531296
RPKS,Health Care,-175.033081
SPBB,Real Estate,447.704468
JDVO,Energy,394.211914
YDTS,Telecommunication Services,-337.569366
GYGX,Energy,236.360611
QMQW,Telecommunication Services,357.587036
BCYO,Consumer Staples,224.140289
NPYJ,Energy,-121.900024
LGKT,Industrials,97.456314
FRGL,Health Care,-389.457581
MCDO,Health Care,29.583117
FLDY,Utilities,-14.140659
UGGS,Information Technology,-445.289246
RQPW,Telecommunication Services,154.886780
BLTI,Energy,-162.962524
GWZH,Consumer Discretionary,410.815033
RORV,Telecommunication Services,101.734673
OSOV,Consumer Discretionary,-217.351273
UDXG,Energy,-267.606842
QEHZ,Utilities,418.352997
QRLP,Telecommunication Services,-300.574066
TGFT,Real Estate,6.234260
JHBV,Health Care,279.750702
QBMX,Energy,-408.090759
HNFS,Consumer Staples,107.495132
QPZJ,Telecommunication Services,132.824982
AIHT,Consumer Discretionary,-122.534958
AYVH,Health Care,308.270813
CSWB,Financials,110.091888
ALSU,Information Technology,-303.318970
LZIP,Real Estate,14.006775
RDNC,Consumer Staples,-302.041748
ZHDZ,Health Care,-152.864655
ZQVI,Financials,-448.818115
UOAK,Real Estate,-192.119507
TWYX,Information Technology,364.458557
IWBA,Financials,101.219765
QWBO,Health Care,323.330353
SPCA,Real Estate,-423.732819
TOZG,Financials,229.482407
ZGMR,Consumer Discretionary,-386.470123
FTOV,Real Estate,-135.770142
FNXY,Information Technology,493.612488
RSMV,Industrials,-151.980713
RHLS,Energy,155.834656
UELH,Health Care,-189.957916
OEYR,Energy,446.430634
IANP,Energy,411.727173
KPYS,Consumer Discretionary,347.438568
YHQT,Information Technology,8.620533
EMQS,Health Care,387.765717
GAHV,Telecommunication Services,-80.401688
WNXM,Energy,-195.313431
HMCZ,Health Care,177.391006
DKZF,Industrials,408.102264
GIJW,Real Estate,218.590469
BHHE,Telecommunication Services,-186.396927
YDXW,Information Technology,-36.808708
DUCK,Real Estate,392.831238
MAJR,Industrials,447.785980
XBVT,Industrials,-333.533112
QTIU,Telecommunication Services,180.319168
WCTE,Consumer Staples,-480.249634
BDFY,Financials,-141.386826
AFOA,Health Care,-172.472153
HYOC,Real Estate,-266.274139
QZXS,Real Estate,103.560959
ZAKH,Financials,-432.697998
GCBN,Information Technology,-30.870602
WCAD,Financials,205.931793
MMKH,Energy,-486.874756
QXQN,Energy,-13.930662
WZEW,Consumer Staples,491.291168
KFRF,Health Care,166.456314
WDHT,Financials,304.206848
SICF,Real Estate,-64.202217
GKJI,Telecommunication Services,397.202881
ABSD,Utilities,144.918365
BCFS,Telecommunication Services,98.479477
DQHV,Telecommunication Services,-324.536407
YVEC,Telecommunication Services,145.980988
ZLEE,Information Technology,88.294655
HDQU,Health Care,-360.520935
GZWS,Real Estate,289.863098
IPAV,Financials,126.906952
BMTN,Industrials,5.468307
TFOV,Utilities,-141.065796
MFKH,Consumer Discretionary,-445.018494
EKNK,Industrials,285.168488
VREK,Health Care,196.228577
LIAF,Consumer Staples,249.755066
XXQY,Real Estate,369.745087
UCRD,Utilities,-329.859680
HIGB,Utilities,449.271088
IICO,Utilities,-285.135712
WFZC,Information Technology,-364.691498
OWUI,Utilities,-484.980713
HJOD,Financials,75.197609
YQFC,Information Technology,373.661224
PNHW,Industrials,-252.412643
CMGQ,Telecommunication Services,-234.438034
TZXV,Consumer Discretionary,215.516220
CAGN,Financials,-125.691124
MMHI,Industrials,417.369720
AYWI,Utilities,-357.044495
VAAD,Financials,460.641174
KTAU,Consumer Discretionary,211.491348
ZRZH,Telecommunication Services,232.930206
XNMK,Consumer Staples,-150.519028
JUWI,Financials,463.893066
ZDGQ,Telecommunication Services,-62.233986
UIZV,Consumer Discretionary,-361.367706
ZKPP,Utilities,439.486877
TQWJ,Information Technology,399.498688
XGVI,Industrials,-396.997467
HNGN,Consumer Staples,223.862244
SMOW,Information Technology,72.479568
VMMO,Real Estate,201.591110
YPWO,Information Technology,-190.766296
DYPS,Consumer Staples,-299.499878
GJQX,Utilities,-153.934814
XTNG,Information Technology,93.209633
UECK,Utilities,175.431442
GXCI,Energy,288.273163
TBOD,Consumer Discretionary,345.196594
URFK,Energy,-322.299835
VOTF,Consumer Discretionary,411.789978
NHNE,Energy,451.080719
PWTF,Health Care,-32.515213
QUWA,Consumer Staples,392.713501
RBGA,Financials,-180.545273
ZXNK,Health Care,71.727501
WGSN,Utilities,427.047089
PDTV,Energy,332.208649
QJQX,Telecommunication Services,320.306946
IVQX,Utilities,189.924652
PIGE,Information Technology,462.855072
TOZE,Telecommunication Services,-462.449646
RPCZ,Financials,-159.590897
OLFW,Financials,369.289612
SUTF,Consumer Staples,396.908051
EFGJ,Consumer Staples,-125.007050
YTLX,Consumer Staples,86.819237
AGHV,Telecommunication Services,-234.346146
XYAK,Health Care,478.081268
OLDW,Real Estate,-422.357635
JTQO,Consumer Staples,476.320251
NOHJ,Real Estate,-128.524063
SQVV,Consumer Discretionary,247.156311
PPAS,Utilities,477.884491
ASGO,Utilities,-266.328705
LBAR,Telecommunication Services,457.159607
LRYH,Information Technology,0.820887
YQIY,Health Care,-205.876892
VETD,Industrials,148.985382
FEJR,Energy,146.495224
WUUX,Real Estate,324.668945
LIPJ,Consumer Staples,278.530365
KTKA,Consumer Discretionary,-69.337379
LFNI,Utilities,346.679565
XJWM,Utilities,296.200745
MLGA,Telecommunication Services,-126.946777
ZCTC,Energy,270.338104
NSOV,Consumer Discretionary,-67.767570
YYUK,Financials,320.822815
DLYR,Information Technology,270.134155
UKQK,Utilities,282.847229
ZEBM,Consumer Staples,-5.720420
NBCP,Telecommunication Services,-287.847900
AMPU,Consumer Staples,-420.006836
QFWM,Energy,-126.630516
DSUG,Information Technology,453.405548
ZDFF,Utilities,346.494904
FFFM,Industrials,112.385361
RFMN,Real Estate,-114.360115
DQPJ,Telecommunication Services,423.596649
KGLI,Health Care,472.889221
OKXO,Financials,-138.996521
IMMH,Industrials,-81.614426
XGPG,Consumer Discretionary,218.973633
JQHO,Consumer Discretionary,-130.062195
BDDM,Consumer Staples,-313.473358
KEUT,Health Care,119.878082
NCJK,Industrials,-435.122681
RGWB,Energy,-39.951691
OCIT,Financials,-245.355240
ONZQ,Utilities,114.541885
OQFP,Real Estate,-425.536255
VOLR,Consumer Staples,-480.401611
AMDE,Real Estate,-263.087646
VZDY,Energy,-471.903015
YNBU,Telecommunication Services,65.612991
UPNQ,Energy,256.162262
TXBP,Energy,-59.022461
NZVM,Telecommunication Services,-125.164803
PMKZ,Consumer Discretionary,486.657898
KKNO,Real Estate,-160.890137
BBFO,Energy,240.417679
HSXM,Industrials,493.436890
JBGX,Consumer Discretionary,381.882050
YISF,Information Technology,276.147919
OQWG,Consumer Discretionary,279.437653
QDVF,Health Care,-94.735161
KCEX,Energy,430.402924
MTYH,Utilities,-479.404663
MSNF,Energy,-367.152893
GCDG,Information Technology,-126.981720
WAHZ,Energy,140.244232
VNGR,Telecommunication Services,134.035583
SCHP,Information Technology,257.540283
OYZV,Energy,153.004883
VXGY,Telecommunication Services,-471.335907
LSPQ,Industrials,-164.322220
ZZUK,Consumer Staples,-420.482758
MLMP,Real Estate,424.539368
CHAL,Telecommunication Services,-445.514130
BYUS,Real Estate,-482.452240
XKVL,Health Care,425.769775
ADVD,Utilities,-51.225960
PTQO,Energy,-103.521255
AVWI,Health Care,-60.519699
NTDI,Real Estate,292.096741
KXYB,Industrials,97.611832
LLVU,Health Care,-284.006012
ILCR,Energy,357.524811
PQZA,Consumer Discretionary,-100.065552
ZFKS,Telecommunication Services,419.150299
WLDM,Real Estate,-42.523392
YPZT,Energy,-393.374054
LEOS,Energy,222.184235
DLXB,Consumer Discretionary,-164.201019
XIHK,Financials,493.534515
EYEF,Telecommunication Services,409.880249
NPNL,Utilities,-17.867153
DPFA,Financials,-5.029878
SLHT,Telecommunication Services,46.406780
FMQJ,Consumer Staples,-241.762329
JFNJ,Health Care,138.434769
BWRR,Consumer Staples,102.808983
QYBG,Utilities,97.413956
ZJVG,Energy,176.645523
JRRG,Consumer Staples,492.113922
ULOR,Consumer Discretionary,-174.616684
RPYB,Real Estate,65.735924
PKCF,Real Estate,331.061340
RPTA,Telecommunication Services,-280.037720
GCSJ,Utilities,197.437576
MUJQ,Real Estate,431.458832
IRSO,Consumer Discretionary,309.447540
IKOH,Utilities,458.245422
